date,platform,source,campaign,spend,impressions,clicks,platform_conversions
2025-01-01,Google Ads,Google Ads,Search | Interior Painting,182.21,361,25,1
2026-02-23,Meta,Facebook Ads,Meta | Home Refresh,280.32,6131,106,3
2026-02-23,Meta,Facebook Ads,Meta | Free Estimate,66.78,1354,28,1
2026-02-24,Google Ads,Google Ads,Search | Interior Painting,355.25,771,46,2
2026-02-24,Google Ads,Google Ads,Search | Exterior Painting,379.24,711,42,3
2026-02-24,Google Ads,Google Ads,Search | Cabinet Painting,45.54,118,7,1
2026-02-24,Google Ads,Google Ads,Search | Drywall Repair,170.73,442,33,1
2026-02-24,Google Ads,Google Ads,Search | Minor Remodeling,517.41,956,52,3
2026-02-24,Meta,Facebook Ads,Meta | Home Refresh,258.47,5149,82,2
2026-02-24,Meta,Facebook Ads,Meta | Free Estimate,167.3,3381,77,2
2026-02-25,Google Ads,Google Ads,Search | Interior Painting,330.39,677,47,3
2026-02-25,Google Ads,Google Ads,Search | Exterior Painting,77.9,145,9,0
2026-02-25,Google Ads,Google Ads,Search | Cabinet Painting,360.4,815,49,3
2026-02-25,Google Ads,Google Ads,Search | Drywall Repair,69.16,194,13,1
2026-02-25,Google Ads,Google Ads,Search | Minor Remodeling,22.51,36,2,0
2026-02-25,Meta,Facebook Ads,Meta | Home Refresh,57.36,1305,23,0
2026-02-25,Meta,Facebook Ads,Meta | Free Estimate,192.63,5069,92,4
2026-02-26,Google Ads,Google Ads,Search | Interior Painting,100.01,283,17,1
2026-02-26,Google Ads,Google Ads,Search | Exterior Painting,454.08,846,54,3
2026-02-26,Google Ads,Google Ads,Search | Cabinet Painting,67.02,161,10,1
2026-02-26,Google Ads,Google Ads,Search | Drywall Repair,150.26,420,29,2
2026-02-26,Google Ads,Google Ads,Search | Minor Remodeling,19.07,40,2,0
2026-02-26,Meta,Facebook Ads,Meta | Home Refresh,60.59,989,18,2
2026-02-26,Meta,Facebook Ads,Meta | Free Estimate,115.81,2146,47,3
2026-02-27,Google Ads,Google Ads,Search | Interior Painting,275.51,509,31,4
2026-02-27,Google Ads,Google Ads,Search | Exterior Painting,445.39,742,52,3
2026-02-27,Google Ads,Google Ads,Search | Cabinet Painting,17.55,43,3,0
2026-02-27,Google Ads,Google Ads,Search | Drywall Repair,58.1,182,11,0
2026-02-27,Google Ads,Google Ads,Search | Minor Remodeling,5.0,16,1,0
2026-02-27,Meta,Facebook Ads,Meta | Home Refresh,295.21,5461,97,3
2026-02-27,Meta,Facebook Ads,Meta | Free Estimate,158.53,3154,70,3
2026-02-28,Google Ads,Google Ads,Search | Interior Painting,411.55,1051,58,4
2026-02-28,Google Ads,Google Ads,Search | Exterior Painting,13.55,33,2,0
2026-02-28,Google Ads,Google Ads,Search | Cabinet Painting,12.52,30,2,0
2026-02-28,Google Ads,Google Ads,Search | Drywall Repair,10.11,29,2,0
2026-02-28,Google Ads,Google Ads,Search | Minor Remodeling,64.26,90,5,0
2026-02-28,Meta,Facebook Ads,Meta | Home Refresh,11.99,193,4,0
2026-02-28,Meta,Facebook Ads,Meta | Free Estimate,134.21,3189,60,2
2026-03-01,Google Ads,Google Ads,Search | Interior Painting,279.24,535,39,1
2026-03-01,Google Ads,Google Ads,Search | Exterior Painting,161.7,343,20,1
2026-03-01,Google Ads,Google Ads,Search | Cabinet Painting,8.27,13,1,0
2026-03-01,Google Ads,Google Ads,Search | Drywall Repair,63.44,121,9,1
2026-03-01,Google Ads,Google Ads,Search | Minor Remodeling,72.87,126,7,0
2026-03-01,Meta,Facebook Ads,Meta | Home Refresh,120.68,2917,50,2
2026-03-01,Meta,Facebook Ads,Meta | Seasonal Promo,5.0,106,2,0
2026-03-01,Meta,Facebook Ads,Meta | Free Estimate,74.03,1663,32,1
2026-03-02,Google Ads,Google Ads,Search | Interior Painting,115.43,278,17,1
2026-03-02,Google Ads,Google Ads,Search | Exterior Painting,220.26,572,32,2
2026-03-02,Google Ads,Google Ads,Search | Cabinet Painting,193.03,501,34,2
2026-03-02,Google Ads,Google Ads,Search | Drywall Repair,5.0,16,1,0
2026-03-02,Google Ads,Google Ads,Search | Minor Remodeling,211.26,398,23,1
2026-03-02,Meta,Facebook Ads,Meta | Home Refresh,110.12,1864,33,1
2026-03-02,Meta,Facebook Ads,Meta | Seasonal Promo,10.43,232,4,0
2026-03-02,Meta,Facebook Ads,Meta | Free Estimate,86.28,1956,41,1
2026-03-03,Google Ads,Google Ads,Search | Interior Painting,892.47,2158,134,7
2026-03-03,Google Ads,Google Ads,Search | Exterior Painting,136.8,361,19,2
2026-03-03,Google Ads,Google Ads,Search | Cabinet Painting,34.61,65,4,0
2026-03-03,Google Ads,Google Ads,Search | Drywall Repair,83.05,218,16,1
2026-03-03,Google Ads,Google Ads,Search | Minor Remodeling,155.46,278,15,1
2026-03-03,Meta,Facebook Ads,Meta | Home Refresh,208.08,4404,77,2
2026-03-03,Meta,Facebook Ads,Meta | Seasonal Promo,88.37,1753,39,1
2026-03-03,Meta,Facebook Ads,Meta | Free Estimate,178.1,4175,87,5
2026-03-04,Google Ads,Google Ads,Search | Interior Painting,378.37,858,54,4
2026-03-04,Google Ads,Google Ads,Search | Exterior Painting,377.49,709,43,3
2026-03-04,Google Ads,Google Ads,Search | Cabinet Painting,100.39,198,14,1
2026-03-04,Google Ads,Google Ads,Search | Drywall Repair,26.61,76,5,0
2026-03-04,Google Ads,Google Ads,Search | Minor Remodeling,148.14,311,17,1
2026-03-04,Meta,Facebook Ads,Meta | Home Refresh,94.12,1884,34,1
2026-03-04,Meta,Facebook Ads,Meta | Seasonal Promo,124.51,2640,49,0
2026-03-04,Meta,Facebook Ads,Meta | Free Estimate,109.11,2601,52,2
2026-03-05,Google Ads,Google Ads,Search | Interior Painting,125.45,338,22,1
2026-03-05,Google Ads,Google Ads,Search | Exterior Painting,207.94,318,20,2
2026-03-05,Google Ads,Google Ads,Search | Cabinet Painting,85.01,187,13,1
2026-03-05,Google Ads,Google Ads,Search | Drywall Repair,155.69,435,27,1
2026-03-05,Google Ads,Google Ads,Search | Minor Remodeling,127.39,276,14,1
2026-03-05,Meta,Facebook Ads,Meta | Home Refresh,9.2,254,4,0
2026-03-05,Meta,Facebook Ads,Meta | Seasonal Promo,58.73,1220,23,1
2026-03-05,Meta,Facebook Ads,Meta | Free Estimate,15.92,358,8,0
2026-03-06,Google Ads,Google Ads,Search | Interior Painting,220.96,515,34,2
2026-03-06,Google Ads,Google Ads,Search | Exterior Painting,51.59,121,7,0
2026-03-06,Google Ads,Google Ads,Search | Cabinet Painting,46.62,109,7,0
2026-03-06,Google Ads,Google Ads,Search | Drywall Repair,159.06,434,27,2
2026-03-06,Google Ads,Google Ads,Search | Minor Remodeling,330.92,515,29,2
2026-03-06,Meta,Facebook Ads,Meta | Home Refresh,352.02,8157,134,5
2026-03-06,Meta,Facebook Ads,Meta | Seasonal Promo,157.27,3309,70,3
2026-03-06,Meta,Facebook Ads,Meta | Free Estimate,146.47,3326,70,2
2026-03-07,Google Ads,Google Ads,Search | Interior Painting,107.42,207,16,1
2026-03-07,Google Ads,Google Ads,Search | Exterior Painting,170.19,381,22,1
2026-03-07,Google Ads,Google Ads,Search | Cabinet Painting,151.59,377,23,1
2026-03-07,Google Ads,Google Ads,Search | Drywall Repair,73.0,144,11,1
2026-03-07,Google Ads,Google Ads,Search | Minor Remodeling,164.08,336,17,1
2026-03-07,Meta,Facebook Ads,Meta | Home Refresh,155.14,3093,51,2
2026-03-07,Meta,Facebook Ads,Meta | Seasonal Promo,66.22,1307,28,0
2026-03-07,Meta,Facebook Ads,Meta | Free Estimate,7.42,188,4,0
2026-03-08,Google Ads,Google Ads,Search | Interior Painting,346.83,738,48,3
2026-03-08,Google Ads,Google Ads,Search | Exterior Painting,6.44,18,1,0
2026-03-08,Google Ads,Google Ads,Search | Cabinet Painting,30.46,69,5,0
2026-03-08,Google Ads,Google Ads,Search | Drywall Repair,167.02,414,30,1
2026-03-08,Google Ads,Google Ads,Search | Minor Remodeling,149.73,324,20,1
2026-03-08,Meta,Facebook Ads,Meta | Home Refresh,101.06,2070,35,0
2026-03-08,Meta,Facebook Ads,Meta | Seasonal Promo,197.6,4934,86,4
2026-03-08,Meta,Facebook Ads,Meta | Free Estimate,75.43,1935,35,1
2026-03-09,Google Ads,Google Ads,Search | Interior Painting,15.29,29,2,0
2026-03-09,Google Ads,Google Ads,Search | Exterior Painting,167.25,364,22,1
2026-03-09,Google Ads,Google Ads,Search | Cabinet Painting,301.09,577,38,2
2026-03-09,Google Ads,Google Ads,Search | Drywall Repair,211.02,536,38,3
2026-03-09,Google Ads,Google Ads,Search | Minor Remodeling,298.59,604,33,1
2026-03-09,Meta,Facebook Ads,Meta | Home Refresh,86.14,2063,34,1
2026-03-09,Meta,Facebook Ads,Meta | Seasonal Promo,159.25,3492,61,3
2026-03-09,Meta,Facebook Ads,Meta | Free Estimate,185.68,4311,101,3
2026-03-10,Google Ads,Google Ads,Search | Interior Painting,5.0,16,1,0
2026-03-10,Google Ads,Google Ads,Search | Exterior Painting,164.83,265,18,1
2026-03-10,Google Ads,Google Ads,Search | Cabinet Painting,110.65,208,15,1
2026-03-10,Google Ads,Google Ads,Search | Drywall Repair,31.95,92,6,0
2026-03-10,Google Ads,Google Ads,Search | Minor Remodeling,177.74,380,20,1
2026-03-10,Meta,Facebook Ads,Meta | Home Refresh,91.96,1958,34,1
2026-03-10,Meta,Facebook Ads,Meta | Seasonal Promo,114.95,2057,41,2
2026-03-10,Meta,Facebook Ads,Meta | Free Estimate,110.01,2662,50,1
2026-03-11,Google Ads,Google Ads,Search | Interior Painting,125.34,356,18,1
2026-03-11,Google Ads,Google Ads,Search | Exterior Painting,595.93,980,67,4
2026-03-11,Google Ads,Google Ads,Search | Cabinet Painting,200.26,411,28,2
2026-03-11,Google Ads,Google Ads,Search | Drywall Repair,5.0,16,1,0
2026-03-11,Google Ads,Google Ads,Search | Minor Remodeling,347.41,731,35,2
2026-03-11,Meta,Facebook Ads,Meta | Home Refresh,158.44,3198,57,4
2026-03-11,Meta,Facebook Ads,Meta | Seasonal Promo,101.3,2576,44,1
2026-03-11,Meta,Facebook Ads,Meta | Free Estimate,260.51,4989,108,3
2026-03-12,Google Ads,Google Ads,Search | Interior Painting,120.73,302,20,1
2026-03-12,Google Ads,Google Ads,Search | Exterior Painting,270.73,575,38,2
2026-03-12,Google Ads,Google Ads,Search | Cabinet Painting,23.81,45,3,0
2026-03-12,Google Ads,Google Ads,Search | Drywall Repair,62.93,183,12,2
2026-03-12,Google Ads,Google Ads,Search | Minor Remodeling,128.15,232,13,1
2026-03-12,Meta,Facebook Ads,Meta | Home Refresh,144.02,2451,46,2
2026-03-12,Meta,Facebook Ads,Meta | Seasonal Promo,243.79,4630,98,4
2026-03-12,Meta,Facebook Ads,Meta | Free Estimate,27.38,686,14,0
2026-03-13,Google Ads,Google Ads,Search | Interior Painting,125.31,278,18,1
2026-03-13,Google Ads,Google Ads,Search | Exterior Painting,395.72,935,51,3
2026-03-13,Google Ads,Google Ads,Search | Cabinet Painting,52.59,100,7,0
2026-03-13,Google Ads,Google Ads,Search | Drywall Repair,51.06,116,9,0
2026-03-13,Google Ads,Google Ads,Search | Minor Remodeling,67.57,135,8,0
2026-03-13,Meta,Facebook Ads,Meta | Home Refresh,9.62,181,3,0
2026-03-13,Meta,Facebook Ads,Meta | Seasonal Promo,71.12,1614,30,1
2026-03-13,Meta,Facebook Ads,Meta | Free Estimate,95.42,2770,46,2
2026-03-14,Google Ads,Google Ads,Search | Interior Painting,117.6,266,18,1
2026-03-14,Google Ads,Google Ads,Search | Exterior Painting,5.0,15,1,0
2026-03-14,Google Ads,Google Ads,Search | Cabinet Painting,123.88,230,17,0
2026-03-14,Google Ads,Google Ads,Search | Drywall Repair,184.65,560,37,2
2026-03-14,Google Ads,Google Ads,Search | Minor Remodeling,164.87,236,14,1
2026-03-14,Meta,Facebook Ads,Meta | Home Refresh,5.34,114,2,0
2026-03-14,Meta,Facebook Ads,Meta | Seasonal Promo,7.07,158,3,0
2026-03-14,Meta,Facebook Ads,Meta | Free Estimate,9.89,198,5,0
2026-03-15,Google Ads,Google Ads,Search | Interior Painting,69.84,151,10,0
2026-03-15,Google Ads,Google Ads,Search | Exterior Painting,5.0,20,1,0
2026-03-15,Google Ads,Google Ads,Search | Cabinet Painting,5.0,15,1,0
2026-03-15,Google Ads,Google Ads,Search | Drywall Repair,26.4,77,5,0
2026-03-15,Google Ads,Google Ads,Search | Minor Remodeling,68.54,109,6,0
2026-03-15,Meta,Facebook Ads,Meta | Home Refresh,16.02,358,6,0
2026-03-15,Meta,Facebook Ads,Meta | Seasonal Promo,162.49,2509,51,2
2026-03-15,Meta,Facebook Ads,Meta | Free Estimate,73.73,1670,36,1
2026-03-16,Google Ads,Google Ads,Search | Interior Painting,221.6,433,31,3
2026-03-16,Google Ads,Google Ads,Search | Exterior Painting,140.03,228,15,1
2026-03-16,Google Ads,Google Ads,Search | Cabinet Painting,9.2,15,1,0
2026-03-16,Google Ads,Google Ads,Search | Drywall Repair,185.09,445,35,4
2026-03-16,Google Ads,Google Ads,Search | Minor Remodeling,153.1,284,15,1
2026-03-16,Meta,Facebook Ads,Meta | Home Refresh,122.47,2709,42,0
2026-03-16,Meta,Facebook Ads,Meta | Seasonal Promo,76.05,1803,35,1
2026-03-16,Meta,Facebook Ads,Meta | Free Estimate,61.21,1882,36,1
2026-03-17,Google Ads,Google Ads,Search | Interior Painting,21.58,44,3,0
2026-03-17,Google Ads,Google Ads,Search | Exterior Painting,157.89,306,21,1
2026-03-17,Google Ads,Google Ads,Search | Cabinet Painting,193.3,445,32,2
2026-03-17,Google Ads,Google Ads,Search | Drywall Repair,215.89,448,33,3
2026-03-17,Google Ads,Google Ads,Search | Minor Remodeling,481.97,950,54,2
2026-03-17,Meta,Facebook Ads,Meta | Home Refresh,399.88,8647,142,3
2026-03-17,Meta,Facebook Ads,Meta | Seasonal Promo,80.57,1726,30,1
2026-03-17,Meta,Facebook Ads,Meta | Free Estimate,65.64,1390,35,2
2026-03-18,Google Ads,Google Ads,Search | Interior Painting,19.56,46,3,0
2026-03-18,Google Ads,Google Ads,Search | Exterior Painting,166.11,419,22,1
2026-03-18,Google Ads,Google Ads,Search | Cabinet Painting,224.21,552,36,3
2026-03-18,Google Ads,Google Ads,Search | Drywall Repair,185.05,414,32,1
2026-03-18,Google Ads,Google Ads,Search | Minor Remodeling,25.62,36,2,0
2026-03-18,Meta,Facebook Ads,Meta | Home Refresh,100.39,1944,35,1
2026-03-18,Meta,Facebook Ads,Meta | Seasonal Promo,127.51,2246,45,1
2026-03-18,Meta,Facebook Ads,Meta | Free Estimate,299.91,6571,134,6
2026-03-19,Google Ads,Google Ads,Search | Interior Painting,399.54,956,57,5
2026-03-19,Google Ads,Google Ads,Search | Exterior Painting,5.04,20,1,0
2026-03-19,Google Ads,Google Ads,Search | Cabinet Painting,54.89,161,10,0
2026-03-19,Google Ads,Google Ads,Search | Drywall Repair,190.11,445,28,2
2026-03-19,Google Ads,Google Ads,Search | Minor Remodeling,159.47,355,19,1
2026-03-19,Meta,Facebook Ads,Meta | Home Refresh,160.33,3395,54,2
2026-03-19,Meta,Facebook Ads,Meta | Seasonal Promo,185.16,3707,76,2
2026-03-19,Meta,Facebook Ads,Meta | Free Estimate,240.72,5924,115,3
2026-03-20,Google Ads,Google Ads,Search | Interior Painting,254.44,536,34,3
2026-03-20,Google Ads,Google Ads,Search | Exterior Painting,90.6,167,11,0
2026-03-20,Google Ads,Google Ads,Search | Cabinet Painting,269.46,616,41,3
2026-03-20,Google Ads,Google Ads,Search | Drywall Repair,108.35,301,21,1
2026-03-20,Google Ads,Google Ads,Search | Minor Remodeling,168.07,336,18,0
2026-03-20,Meta,Facebook Ads,Meta | Home Refresh,13.09,271,5,0
2026-03-20,Meta,Facebook Ads,Meta | Seasonal Promo,57.69,1303,23,1
2026-03-20,Meta,Facebook Ads,Meta | Free Estimate,78.26,2074,43,2
2026-03-21,Google Ads,Google Ads,Search | Interior Painting,235.55,655,42,2
2026-03-21,Google Ads,Google Ads,Search | Exterior Painting,500.38,990,57,4
2026-03-21,Google Ads,Google Ads,Search | Cabinet Painting,26.75,55,4,0
2026-03-21,Google Ads,Google Ads,Search | Drywall Repair,19.16,60,4,0
2026-03-21,Google Ads,Google Ads,Search | Minor Remodeling,12.68,18,1,0
2026-03-21,Meta,Facebook Ads,Meta | Home Refresh,138.35,2774,43,1
2026-03-21,Meta,Facebook Ads,Meta | Seasonal Promo,173.9,4445,82,2
2026-03-21,Meta,Facebook Ads,Meta | Free Estimate,209.66,4251,95,3
2026-03-22,Google Ads,Google Ads,Search | Interior Painting,195.98,331,23,1
2026-03-22,Google Ads,Google Ads,Search | Exterior Painting,16.64,32,2,0
2026-03-22,Google Ads,Google Ads,Search | Cabinet Painting,137.18,276,20,1
2026-03-22,Google Ads,Google Ads,Search | Drywall Repair,28.41,85,6,0
2026-03-22,Google Ads,Google Ads,Search | Minor Remodeling,211.84,388,22,1
2026-03-22,Meta,Facebook Ads,Meta | Home Refresh,96.27,1919,30,1
2026-03-22,Meta,Facebook Ads,Meta | Seasonal Promo,7.37,140,3,0
2026-03-22,Meta,Facebook Ads,Meta | Free Estimate,19.42,506,10,0
2026-03-23,Google Ads,Google Ads,Search | Interior Painting,349.91,714,49,3
2026-03-23,Google Ads,Google Ads,Search | Exterior Painting,596.82,883,56,6
2026-03-23,Google Ads,Google Ads,Search | Cabinet Painting,361.63,824,55,3
2026-03-23,Google Ads,Google Ads,Search | Drywall Repair,111.36,254,19,1
2026-03-23,Google Ads,Google Ads,Search | Minor Remodeling,409.01,708,41,3
2026-03-23,Meta,Facebook Ads,Meta | Home Refresh,11.89,220,4,0
2026-03-23,Meta,Facebook Ads,Meta | Seasonal Promo,68.48,1784,32,1
2026-03-23,Meta,Facebook Ads,Meta | Free Estimate,120.83,2684,56,1
2026-03-24,Google Ads,Google Ads,Search | Interior Painting,387.13,771,62,3
2026-03-24,Google Ads,Google Ads,Search | Exterior Painting,36.56,83,5,0
2026-03-24,Google Ads,Google Ads,Search | Cabinet Painting,190.05,413,30,1
2026-03-24,Google Ads,Google Ads,Search | Drywall Repair,78.6,175,12,1
2026-03-24,Google Ads,Google Ads,Search | Minor Remodeling,75.21,121,7,0
2026-03-24,Meta,Facebook Ads,Meta | Home Refresh,59.39,1081,19,2
2026-03-24,Meta,Facebook Ads,Meta | Seasonal Promo,186.12,3883,75,3
2026-03-24,Meta,Facebook Ads,Meta | Free Estimate,116.24,2286,50,2
2026-03-25,Google Ads,Google Ads,Search | Interior Painting,117.2,319,17,1
2026-03-25,Google Ads,Google Ads,Search | Exterior Painting,328.27,697,43,3
2026-03-25,Google Ads,Google Ads,Search | Cabinet Painting,142.14,291,20,1
2026-03-25,Google Ads,Google Ads,Search | Drywall Repair,107.29,230,16,1
2026-03-25,Google Ads,Google Ads,Search | Minor Remodeling,15.41,36,2,0
2026-03-25,Meta,Facebook Ads,Meta | Home Refresh,199.89,4917,79,1
2026-03-25,Meta,Facebook Ads,Meta | Seasonal Promo,153.47,3051,60,1
2026-03-25,Meta,Facebook Ads,Meta | Free Estimate,100.8,2404,49,3
2026-03-26,Google Ads,Google Ads,Search | Interior Painting,84.9,194,12,2
2026-03-26,Google Ads,Google Ads,Search | Exterior Painting,678.96,1747,93,7
2026-03-26,Google Ads,Google Ads,Search | Cabinet Painting,122.61,247,18,2
2026-03-26,Google Ads,Google Ads,Search | Drywall Repair,264.09,713,47,2
2026-03-26,Google Ads,Google Ads,Search | Minor Remodeling,135.02,289,18,1
2026-03-26,Meta,Facebook Ads,Meta | Home Refresh,106.84,1656,33,1
2026-03-26,Meta,Facebook Ads,Meta | Seasonal Promo,78.67,1851,36,1
2026-03-26,Meta,Facebook Ads,Meta | Free Estimate,87.8,1914,39,2
2026-03-27,Google Ads,Google Ads,Search | Interior Painting,79.76,183,12,1
2026-03-27,Google Ads,Google Ads,Search | Exterior Painting,196.8,407,26,1
2026-03-27,Google Ads,Google Ads,Search | Cabinet Painting,138.97,356,21,1
2026-03-27,Google Ads,Google Ads,Search | Drywall Repair,35.41,105,7,0
2026-03-27,Google Ads,Google Ads,Search | Minor Remodeling,203.41,331,19,1
2026-03-27,Meta,Facebook Ads,Meta | Home Refresh,96.63,1998,33,2
2026-03-27,Meta,Facebook Ads,Meta | Seasonal Promo,184.16,3227,65,2
2026-03-27,Meta,Facebook Ads,Meta | Free Estimate,7.04,156,3,0
2026-03-28,Google Ads,Google Ads,Search | Interior Painting,328.15,716,52,5
2026-03-28,Google Ads,Google Ads,Search | Exterior Painting,51.63,110,7,0
2026-03-28,Google Ads,Google Ads,Search | Cabinet Painting,291.87,644,43,2
2026-03-28,Google Ads,Google Ads,Search | Drywall Repair,128.15,299,23,2
2026-03-28,Google Ads,Google Ads,Search | Minor Remodeling,16.45,38,2,0
2026-03-28,Meta,Facebook Ads,Meta | Home Refresh,165.52,2715,48,2
2026-03-28,Meta,Facebook Ads,Meta | Seasonal Promo,68.57,1347,25,1
2026-03-28,Meta,Facebook Ads,Meta | Free Estimate,234.72,5867,121,3
2026-03-29,Google Ads,Google Ads,Search | Interior Painting,204.35,510,33,2
2026-03-29,Google Ads,Google Ads,Search | Exterior Painting,138.35,330,20,1
2026-03-29,Google Ads,Google Ads,Search | Cabinet Painting,23.7,41,3,0
2026-03-29,Google Ads,Google Ads,Search | Drywall Repair,13.29,30,2,0
2026-03-29,Google Ads,Google Ads,Search | Minor Remodeling,169.77,459,21,1
2026-03-29,Meta,Facebook Ads,Meta | Home Refresh,103.22,1927,32,0
2026-03-29,Meta,Facebook Ads,Meta | Seasonal Promo,53.15,1124,21,0
2026-03-29,Meta,Facebook Ads,Meta | Free Estimate,33.3,848,17,0
2026-03-30,Google Ads,Google Ads,Search | Interior Painting,200.53,415,28,2
2026-03-30,Google Ads,Google Ads,Search | Exterior Painting,406.6,922,50,2
2026-03-30,Google Ads,Google Ads,Search | Cabinet Painting,653.92,1498,103,5
2026-03-30,Google Ads,Google Ads,Search | Drywall Repair,85.42,223,15,1
2026-03-30,Google Ads,Google Ads,Search | Minor Remodeling,159.57,285,16,1
2026-03-30,Meta,Facebook Ads,Meta | Home Refresh,201.21,4219,78,3
2026-03-30,Meta,Facebook Ads,Meta | Seasonal Promo,130.36,2406,46,1
2026-03-30,Meta,Facebook Ads,Meta | Free Estimate,11.49,216,5,1
2026-03-31,Google Ads,Google Ads,Search | Interior Painting,364.53,774,47,3
2026-03-31,Google Ads,Google Ads,Search | Exterior Painting,240.06,472,29,2
2026-03-31,Google Ads,Google Ads,Search | Cabinet Painting,103.82,210,16,1
2026-03-31,Google Ads,Google Ads,Search | Drywall Repair,205.03,554,44,5
2026-03-31,Google Ads,Google Ads,Search | Minor Remodeling,459.75,973,55,2
2026-03-31,Meta,Facebook Ads,Meta | Home Refresh,8.81,193,3,0
2026-03-31,Meta,Facebook Ads,Meta | Seasonal Promo,67.18,1603,29,1
2026-03-31,Meta,Facebook Ads,Meta | Free Estimate,134.37,3193,68,2
2026-04-01,Google Ads,Google Ads,Search | Interior Painting,330.2,627,47,3
2026-04-01,Google Ads,Google Ads,Search | Exterior Painting,172.03,403,21,1
2026-04-01,Google Ads,Google Ads,Search | Cabinet Painting,248.76,660,42,1
2026-04-01,Google Ads,Google Ads,Search | Drywall Repair,194.11,506,37,2
2026-04-01,Google Ads,Google Ads,Search | Minor Remodeling,132.81,316,18,2
2026-04-01,Meta,Facebook Ads,Meta | Home Refresh,75.57,1909,30,2
2026-04-01,Meta,Facebook Ads,Meta | Seasonal Promo,174.97,3366,64,2
2026-04-01,Meta,Facebook Ads,Meta | Free Estimate,250.91,7416,133,6
2026-04-02,Google Ads,Google Ads,Search | Interior Painting,298.71,664,40,2
2026-04-02,Google Ads,Google Ads,Search | Exterior Painting,402.53,811,47,3
2026-04-02,Google Ads,Google Ads,Search | Cabinet Painting,103.55,208,13,1
2026-04-02,Google Ads,Google Ads,Search | Drywall Repair,89.33,202,14,1
2026-04-02,Google Ads,Google Ads,Search | Minor Remodeling,257.42,562,28,2
2026-04-02,Meta,Facebook Ads,Meta | Home Refresh,277.65,5286,94,4
2026-04-02,Meta,Facebook Ads,Meta | Seasonal Promo,150.8,3593,66,4
2026-04-02,Meta,Facebook Ads,Meta | Free Estimate,95.5,3364,58,3
2026-04-03,Google Ads,Google Ads,Search | Interior Painting,299.58,552,38,2
2026-04-03,Google Ads,Google Ads,Search | Exterior Painting,365.05,749,44,2
2026-04-03,Google Ads,Google Ads,Search | Cabinet Painting,24.88,42,3,0
2026-04-03,Google Ads,Google Ads,Search | Drywall Repair,93.4,254,17,1
2026-04-03,Google Ads,Google Ads,Search | Minor Remodeling,245.86,458,25,2
2026-04-03,Meta,Facebook Ads,Meta | Home Refresh,103.35,2051,36,1
2026-04-03,Meta,Facebook Ads,Meta | Seasonal Promo,184.91,3226,63,2
2026-04-03,Meta,Facebook Ads,Meta | Free Estimate,85.59,2008,42,1
2026-04-04,Google Ads,Google Ads,Search | Interior Painting,176.36,486,28,2
2026-04-04,Google Ads,Google Ads,Search | Exterior Painting,395.36,984,55,3
2026-04-04,Google Ads,Google Ads,Search | Cabinet Painting,25.1,62,4,0
2026-04-04,Google Ads,Google Ads,Search | Drywall Repair,10.4,30,2,0
2026-04-04,Google Ads,Google Ads,Search | Minor Remodeling,234.82,369,22,1
2026-04-04,Meta,Facebook Ads,Meta | Home Refresh,251.33,6462,93,3
2026-04-04,Meta,Facebook Ads,Meta | Seasonal Promo,92.19,1871,39,2
2026-04-04,Meta,Facebook Ads,Meta | Free Estimate,89.12,2434,48,0
2026-04-05,Google Ads,Google Ads,Search | Interior Painting,5.0,16,1,0
2026-04-05,Google Ads,Google Ads,Search | Exterior Painting,25.92,69,4,0
2026-04-05,Google Ads,Google Ads,Search | Cabinet Painting,114.22,262,16,1
2026-04-05,Google Ads,Google Ads,Search | Drywall Repair,5.0,16,1,0
2026-04-05,Google Ads,Google Ads,Search | Minor Remodeling,55.56,112,6,0
2026-04-05,Meta,Facebook Ads,Meta | Home Refresh,103.95,1838,32,1
2026-04-05,Meta,Facebook Ads,Meta | Seasonal Promo,102.71,1682,34,1
2026-04-05,Meta,Facebook Ads,Meta | Free Estimate,53.88,1298,27,0
2026-04-06,Google Ads,Google Ads,Search | Interior Painting,11.82,33,2,0
2026-04-06,Google Ads,Google Ads,Search | Exterior Painting,730.36,1913,94,4
2026-04-06,Google Ads,Google Ads,Search | Cabinet Painting,147.39,303,23,1
2026-04-06,Google Ads,Google Ads,Search | Drywall Repair,92.06,223,15,1
2026-04-06,Google Ads,Google Ads,Search | Minor Remodeling,274.61,563,29,2
2026-04-06,Meta,Facebook Ads,Meta | Home Refresh,29.75,545,9,0
2026-04-06,Meta,Facebook Ads,Meta | Seasonal Promo,13.65,325,6,0
2026-04-06,Meta,Facebook Ads,Meta | Free Estimate,187.44,4305,86,3
2026-04-07,Google Ads,Google Ads,Search | Interior Painting,297.51,798,52,4
2026-04-07,Google Ads,Google Ads,Search | Exterior Painting,273.55,597,34,3
2026-04-07,Google Ads,Google Ads,Search | Cabinet Painting,187.4,432,28,2
2026-04-07,Google Ads,Google Ads,Search | Drywall Repair,26.21,85,6,0
2026-04-07,Google Ads,Google Ads,Search | Minor Remodeling,35.17,67,4,0
2026-04-07,Meta,Facebook Ads,Meta | Home Refresh,96.36,1814,32,1
2026-04-07,Meta,Facebook Ads,Meta | Seasonal Promo,54.41,1123,24,0
2026-04-07,Meta,Facebook Ads,Meta | Free Estimate,110.06,2285,52,2
2026-04-08,Google Ads,Google Ads,Search | Interior Painting,320.31,762,52,3
